company name,index,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
三商壽,2867,51.32,29.06,101.82,75.76,52.17,30.66,114.4,85.7,57.13,32.44,122.61,86.38,55.96,34.35,109.84,77.4,48.03,27.97
華南金,2880,2.22,1.08,4.76,3.57,2.4,1.2,5.02,3.72,2.44,1.22,4.6,3.39,2.22,1.11,6.59,4.12,3.46,1.43
富邦金,2881,4.98,2.53,10.96,8.12,5.36,2.74,10.7,7.94,5.31,2.65,8.15,5.89,3.85,1.93,61.64,48.74,32.97,17.06
國泰金,2882,6.38,3.07,12.14,8.98,5.85,2.98,11.28,8.46,5.68,2.76,10.82,8.18,5.45,2.69,75.39,31.45,36.48,13.36
開發金,2883,0.63,0.33,1.61,1.22,0.84,0.4,1.36,0.93,0.59,0.29,1.01,0.73,0.49,0.22,1.27,0.9,0.46,0.24
玉山金,2884,2.53,1.26,5.52,4.13,2.69,1.29,5.48,4.05,2.59,1.24,5.74,4.22,2.74,1.36,6.73,5.09,3.46,1.86
元大金,2885,1.94,0.83,3.54,2.82,1.91,0.89,3.19,2.32,1.41,0.69,2.39,1.77,1.16,0.57,3.27,2.48,1.68,0.94
兆豐金,2886,2.4,1.21,4.99,3.74,2.48,1.23,5.35,3.98,2.62,1.29,4.57,3.35,2.16,1.07,6.64,4.38,3.51,1.49
台新金,2887,2.05,1.03,4.27,3.2,2.15,1.09,7.37,5.73,3.75,1.84,7.75,5.75,3.81,1.88,9.14,6.89,4.53,2.28
新光金,2888,3.83,2.06,7.64,5.61,3.62,1.75,6.7,4.98,3.34,1.68,6.64,4.94,3.23,1.6,38.42,29.4,19.79,10.41
國票金,2889,0.95,0.48,1.89,1.42,0.96,0.47,1.96,1.46,0.95,0.47,1.72,1.29,0.83,0.42,2.15,1.71,1.2,0.61
永豐金,2890,1.75,0.89,3.9,2.97,1.99,0.99,4.31,3.26,2.14,1.06,4.32,3.18,2.1,1.04,5.09,3.84,2.55,1.31
中信金,2891,3.1,1.59,5.89,4.24,2.8,1.44,5.89,4.35,2.73,1.34,4.76,3.57,2.39,1.21,9.59,7.04,4.73,2.07
第一金,2892,2.13,1.07,4.46,3.33,2.2,1.09,5.43,4.08,2.69,1.32,5.17,3.81,2.5,1.24,6.15,4.25,3.11,1.42
欣欣,2901,0.9,0.45,2.14,1.65,0.93,0.46,2.06,1.57,0.92,0.46,2.07,1.58,0.94,0.46,11.08,8.44,5.57,2.94
遠百,2903,14.86,7.72,31.94,22.46,15.18,7.82,32.1,22.6,15.15,7.74,33.33,23.57,15.98,8.2,92.55,63.48,43.54,22.35
匯僑,2904,3.77,2.04,7.41,5.64,3.89,1.98,7.72,5.92,3.91,1.95,7.47,5.58,3.73,1.89,8.38,6.53,4.28,2.12
三商,2905,153.37,89.3,287.06,212.59,153.38,88.43,275.54,205.89,137.15,76.76,264.28,188.21,122.02,73.15,237.57,169.38,105.69,60.66
高林,2906,14.02,6.58,28.19,21.65,13.68,7.16,30.1,23.08,14.87,7.47,29.45,22.94,13.63,6.87,31.66,24.14,15.22,7.79
特力,2908,36.09,18.91,70.57,54.16,36.52,18.94,71.59,54.04,35.71,18.03,72.27,54.31,35.87,18.21,72.36,56.33,38.3,19.16
統領,2910,1.84,0.83,3.82,2.65,1.82,0.81,5.6,4.29,3.53,1.42,3.79,2.51,1.74,0.81,10.94,7.35,5.14,2.61
麗嬰房,2911,20.11,11.39,45.19,32.65,22.25,12.53,44.16,31.05,20.42,11.41,44.04,31.48,21.04,11.89,40.19,29.03,19.09,10.77
統一超,2912,101.72,49.56,197.65,147.23,95.84,46.41,192.8,144.98,94.32,46.28,192.97,144.57,94.19,46.53,200.33,149.71,97.05,47.76
農林,2913,0.52,0.23,1.22,0.97,0.72,0.38,2.61,2,1.33,0.59,2.48,1.68,1.05,0.49,3.42,1.89,1.29,0.54
潤泰全,2915,5.04,2.99,9.55,7.6,5.1,3.02,10.11,7.89,5.33,3.02,85.57,8.06,5.2,2.9,8.54,6.67,4.3,2.13
滿心,2916,12.3,6.65,25.18,17.04,12.48,6.57,24.64,16,11.44,5.97,24.45,16.29,11.79,6.31,27.5,18.33,13.32,7.64
鼎固-KY,2923,2.08,1.22,7.35,5.81,3.12,1.93,4.42,2.5,1.65,0.79,6.19,3.71,1.88,0.9,6.12,4.13,3.3,
東凌-KY,2924,15.89,8.23,37.28,27.76,19.19,9.98,43.93,31.05,20.46,10.1,47.1,34.14,22.19,11.63,41.48,30.45,19.8,10.13
誠品生活,2926,44.14,22.84,84.72,59.53,38.19,19.85,77.75,57.03,37.09,19.19,75.91,54.82,35.27,18.05,258.47,187.3,121,
紅馬-KY,2928,47.21,24.23,87.54,55.44,35.01,16.55,85.67,61.37,41.38,,92.81,64.15,,,127.34,91.71,,
淘帝-KY,2929,35.78,15.55,92.48,63.1,40.92,17.75,80.18,53.24,34.49,15.02,71.88,47.12,29.05,12.6,"18,851.85",,,
客思達-KY,2936,82.42,43.53,175.12,128.43,86.4,45.69,177.79,132.56,,,173.66,,,,,,,
歐格,3002,2.02,1.16,4.57,3.53,2.29,1.22,5.02,3.71,2.69,1.66,4.7,3.32,2.11,0.95,5.33,4.08,2.85,1.17
健和興,3003,9.33,4.34,19.01,14.34,9.68,4.51,20.03,15.23,10.45,4.78,19.99,14.89,9.84,4.6,19.74,16.35,10.2,5.04
豐達科,3004,15.48,7.86,29.3,20.88,13.78,6.74,32.35,24.22,16.05,8.18,25.44,18.84,13.14,7.16,30.18,22.58,15.07,7.81
神基,3005,16.04,7.65,31.68,22.87,14.89,7.28,27.99,19.65,12.64,5.88,26.15,18.84,12.69,6.3,28.42,20.67,13.6,6.3
晶豪科,3006,15.37,7.64,35.72,26.42,17.44,8.89,37.81,27.9,17.11,7.8,26.8,19.42,12.46,5.98,20.84,15.81,10.18,5.28
大立光,3008,136.54,61.66,416.5,301.39,181.47,78.78,341.51,215.61,125.49,51.13,204.51,135.17,81.71,38.04,149.63,85.65,52.02,27.14
華立,3010,82.28,38.48,173.06,125.8,79.68,39.01,172.44,128.69,82.12,38.34,148.66,110.16,70.72,32.96,136.33,102.52,69.21,33.42
今皓,3011,9.6,4.52,18.61,13.75,8.88,4.36,20.62,15.73,10.33,4.98,22.41,16.71,10.79,5.07,23.8,17.83,11.92,5.68
晟銘電,3013,10.64,4.29,18.22,13.32,8.77,4,16.76,12.12,8.06,3.95,14.91,10.03,5.82,2.9,16.91,11.3,6.49,3.57
聯陽,3014,9.7,4.75,19.98,14.88,9.63,5.13,21.8,17.17,11.21,5.33,23.16,17.27,11.1,5.29,17.75,13.83,9.17,4.43
全漢,3015,39.99,19.23,72.13,53.34,35.29,17.72,67.28,51.3,32.35,14.88,65.56,49.56,32.54,15.43,71.83,56.57,36.62,18.41
嘉晶,3016,5.8,2.75,8.29,15.32,10.76,5.32,9.37,7.16,4.77,2.1,8.77,6.88,4.66,2.18,7.97,5.87,3.26,1.37
奇鋐,3017,36.08,18.13,72.67,53.63,34.27,16.66,68.06,50.86,33.51,15.85,56.58,40.25,25.65,11.86,50.54,37.08,24.06,11.42
同開,3018,11.2,6.28,22.17,16.57,10.97,5.55,28.72,20.19,13.22,5.23,14.57,4.11,2.07,0.82,24.94,21.91,20.15,18.49
亞光,3019,29.64,12.58,64.97,49.15,30.89,14.23,63,47.53,30.39,14.75,63.89,45.79,27.76,12.8,73.54,55.97,36.34,17.71
鴻名,3021,9.47,4.25,17.02,12.5,8.25,3.93,15.74,11.64,7.94,3.5,13.29,9.97,6.64,2.95,14.86,11.14,7.3,3.19
威強電,3022,9.83,5.16,20.79,16.08,11.25,5.15,19.41,14.82,8.94,3.82,15.79,11.85,8.21,4.09,18.69,13.99,8.47,3.83
信邦,3023,30.06,14.8,56.11,43.42,28.46,13.93,56.06,42.14,27.74,13.2,50.83,38.11,24.17,11.18,48.47,35.84,23.07,11.05
憶聲,3024,7.15,3.61,18.21,14.49,9.87,4.17,20.48,13.92,8.56,3.87,18.1,13.59,8.4,4.08,25.78,18.74,11.6,4.95
星通,3025,3.46,1.85,6.5,4.65,3.39,1.73,7.51,5.53,3.47,1.56,8.51,6.3,4.18,2.05,8.73,6.32,3.99,2.22
禾伸堂,3026,27.54,13.2,60.64,45.93,30.27,14.44,71.68,55.35,37.15,17.22,71.14,52.05,32,14.83,45.74,34.42,22.14,10.78
盛達,3027,8.99,4.17,13.91,10.2,6.29,2.79,12.21,9.48,6.48,2.92,12.21,8.77,5.5,2.81,14.51,11.56,7.4,3.51
增你強,3028,50.06,24.41,110.57,83.85,54.2,25.17,130.64,101.03,66.19,32.47,141.05,101.59,66.1,33.79,134.12,96.95,60.75,30.38
零壹,3029,22.22,10.71,44.57,31.94,20.85,10.25,52.46,34.87,22.29,11.18,45.46,31.82,20.84,9.33,41.76,29.8,20.9,11.45
德律,3030,7.27,3.05,20.13,17.14,10.42,4.88,24.85,20.98,7.86,2.74,17.29,13.5,6.62,2.78,24.85,20.48,10.9,4.63
佰鴻,3031,5.38,2.4,10.42,7.86,5.3,2.55,12.46,9.85,6.32,2.86,14.04,10.59,7.03,3.14,16.92,12.95,8.68,4.26
偉訓,3032,21.08,10.23,35.22,24.52,14.85,8.02,33.2,24.4,16.29,8.1,23.05,17.37,11.4,5.78,24.56,18.9,12.46,6.46
威健,3033,60.61,29.22,137.24,100.42,63.94,31.76,148.5,111.02,73.25,35.98,136.48,96.43,60.28,28.38,120.15,90.33,56.68,27.67
聯詠,3034,36.83,18.03,83.6,62.84,41.34,20.87,88.85,64.02,38.91,17.41,68.12,50.68,33.3,15.35,61.11,43.45,26.56,12.41
智原,3035,13.67,6.29,26.79,20.19,13.71,6.57,13.9,10.36,7.03,3.49,17.07,13.16,8.85,4.49,20.58,15.43,9.48,4.55
文曄,3036,122.06,57.93,253.77,192.17,127.99,63.75,304.05,218.48,137.45,64.91,259.98,190.51,121.56,59.3,238.03,177.39,112.81,53.47
欣興,3037,20.43,10.33,43.2,31.45,19.83,8.97,40.51,29.6,18.79,8.89,38.95,29.6,19.38,9.5,43.86,32.8,21.47,10.63
全台,3038,8.9,4.62,16.87,13.06,8.75,4.36,18.04,14.38,9.77,5.2,16.73,11.7,7.6,3.55,17.19,12.99,8.11,3.98
遠見,3040,1.71,0.91,3.47,2.62,1.79,0.91,3.83,2.72,1.75,0.86,2.29,1.7,1.13,0.55,2.51,1.97,1.23,0.64
揚智,3041,5.98,3.3,12.08,8.39,5.22,3.03,15.32,11.61,7.01,3.65,13.87,9.6,6.06,2.87,17.22,13.24,9.13,4.79
晶技,3042,14.18,6.81,29.91,21.86,14.06,6.89,30.75,22.74,14.6,6.99,30.68,22.93,15.04,7.51,36.16,26.29,16.45,7.92
科風,3043,2.99,1.35,7.28,5.06,3.26,1.65,8.13,5.76,3.41,1.77,9.34,6.4,3.82,1.59,11.81,8.32,5.33,2.43
健鼎,3044,39.21,18.92,82.54,61.21,38.48,19.01,80.73,59.69,38.37,18.7,77.57,57.96,38.49,19.03,74.43,55.63,36.86,17.79
台灣大,3045,21.18,10.73,42.67,31.45,21.32,10.92,41.37,30.28,20.08,10.19,40.3,29.96,19.67,9.8,36.48,26.85,17.74,8.92
建碁,3046,4.49,2.64,13.17,9.22,5.57,2.83,9.41,6.48,4.23,2.34,7.27,5.5,3.95,1.95,10.15,8.23,6.06,3.26
訊舟,3047,13.8,6.65,30.36,23.44,16.33,8.11,30.85,23.67,15.81,7.74,30.91,23.37,15.66,7.78,37.26,28.59,19.03,9.19
益登,3048,128.76,61.38,353.95,261.46,169.08,84.04,346.25,232.24,134.6,58.21,221.11,158.15,94.05,44.91,170.04,119.49,73.49,34.48
和鑫,3049,1.33,0.76,5.64,4.28,2.89,1.8,3.84,2.74,1.77,0.73,5.83,4.83,3.13,1.43,6.07,3.09,1.39,0.57
鈺德,3050,2.91,1.44,6.25,4.69,3.19,1.67,4.69,3.54,2.38,1.25,5.62,4.28,2.81,1.47,6.41,4.8,3.12,1.64
力特,3051,4.34,2.39,10.59,8.3,5.58,3.1,12.62,8.3,4.81,1.93,12.37,9.57,6.85,3.32,12.41,9.38,5.9,2.93
夆典,3052,3.93,2.18,12.49,9,4.94,2.54,18.74,12.21,9.29,5.36,45.66,18.75,7.72,3.41,22.46,17.96,13.82,7.94
立萬利,3054,0.62,0.38,7.72,6.72,5.26,3.26,20.91,17.34,13.53,6.94,22.96,17.17,12.77,6.45,35.26,28.49,20.31,9.61
蔚華科,3055,18.09,8.34,22.24,16.15,11.94,4.94,26.19,21.44,13.73,5.49,21.53,16.02,10.02,4.66,25.46,19.5,12.8,4.23
總太,3056,18.95,0.08,17.4,14.03,2.53,2.53,10.56,1.7,1.18,0.92,26.77,26.6,11.74,7.02,16.04,8.85,6.25,2.94
喬鼎,3057,7.78,3.9,18.56,13.53,9.76,5.46,23.95,17.63,11.62,5.55,22.84,16.77,11.11,5.38,21.02,15.86,11.01,5.36
立德,3058,15.11,7.49,30.84,23.38,15.34,7.2,31.45,23.39,15.13,7.43,36.06,27.1,16.65,7.46,50.74,39.99,25.98,11.71
華晶科,3059,19.34,9,46.56,35.04,20.89,9.61,57.12,45.08,32.04,14.08,50.84,40.32,23.52,10.65,65.89,52.63,35.98,16.97
銘異,3060,22.96,12.42,46.87,33.21,20.78,10.13,41.29,30.11,19.41,9.55,37.75,27.45,18.73,9.16,40.62,31.91,23.22,11.62
建漢,3062,17,9.18,43.79,35.45,27.14,13.06,48.79,38.04,26.2,11.61,39.65,28.62,17.02,6.62,29.85,21.83,14.28,7.62
泰偉,3064,2.24,1.94,1.79,1.4,0.84,0.36,2.33,1.73,1.51,1.05,3.38,2.54,1.97,0.99,9.36,6.01,4.31,2.3
李洲,3066,2.74,1.38,6.05,4.58,3.18,1.58,7.19,5.37,3.84,1.86,4.16,2.93,1.74,0.84,3.58,2.58,1.67,0.81
全域,3067,3.34,1.38,10.17,7.78,5.17,1.99,11.73,7.61,4.99,2.51,13.13,10.42,6.77,3.52,15.17,12.26,8.01,3.9
美磊,3068,16.57,7.92,31.96,23.12,14.72,7.46,31.99,23.59,15.07,7.25,33.53,25.39,16.3,7.65,34.12,25.7,16.67,8.05
協禧,3071,7.7,3.77,16.4,12.28,8.15,3.81,17.94,13.45,8.94,4.32,20.16,14.8,9.43,4.2,17.83,13.94,9.01,4.09
普格,3073,2.53,0.11,0.89,0.69,0.51,0.3,1.67,1.25,0.88,0.3,6.37,4.98,3.64,1.94,10.22,9.09,5.78,5.92
僑威,3078,12.12,5.82,25.65,16.9,10,5.04,24.58,18.76,12.42,5.67,22.83,16.8,10.73,4.49,18.64,13.94,9.31,4.36
聯亞,3081,13.91,6.85,29.01,20.12,12.23,5.56,23.64,17.02,11.16,,15.8,,,,16.4,,,
網龍,3083,1.98,1.02,4.01,2.99,1.98,0.81,4.64,3.95,2.97,1.71,8.13,6.54,4.85,2.36,10.99,8.86,6.14,3.06
久大,3085,1.82,0.88,4.49,3.46,2.48,1.31,5.02,3.68,2.67,1.36,6.18,4.86,3.16,1.61,5.35,3.85,2.56,0.93
華義,3086,2.12,1.52,7.1,5.48,3.91,1.86,7.78,6.46,4.65,1.79,8.52,6.87,4.74,2.55,10.13,8.03,5.89,3.39
艾訊,3088,29.7,16.26,60.62,43.06,27.48,14.48,55.77,42.16,28.42,13.97,47.53,34.78,21.45,10.43,36.23,26.4,17.36,7.49
遠昇,3089,1.41,0.76,4.15,3.05,2.33,1.5,7.64,5.71,3.86,1.1,5.18,4,2.57,1.2,7.35,5.6,3.79,1.99
日電貿,3090,23.81,11.47,50.23,37.55,24.85,12.74,53.73,40.32,25.35,11.74,49.38,34.83,20.06,7.47,20.6,16.11,10.65,5.14
鴻碩,3092,20.94,9.31,35.56,26.26,17,8.61,33.3,24.51,16.07,7.02,26.67,19.89,13.23,6.41,28.01,21.34,14.86,7.71
港建,3093,14.63,6.2,25.33,18.06,11.51,6.36,25.3,18.84,12.21,6.2,25.93,18.94,12.14,6.2,25.9,19.94,12.61,6.23
聯傑,3094,1.9,0.97,3.95,2.87,1.91,0.86,3.87,2.94,1.95,0.91,4.22,3.18,2.11,0.98,4.59,3.45,2.33,1.11
及成,3095,7.16,3.76,39.38,30.6,20.52,14.54,48.31,32.66,22.13,10.38,23.53,16.79,9.68,4.44,26.72,21.99,15.19,8.19
穩懋,3105,16.84,8.08,20.14,14.78,9.9,4.7,13.35,9.7,5.56,2.25,14.18,11.57,8.16,3.85,14.9,11.17,7.51,3.34
好德,3114,15.03,6.9,38.41,29.45,18.65,9.43,34.9,25.25,15.99,7.64,28.86,22.2,15.53,8.87,28.06,18.47,11.98,5.71
寶島極,3115,6.98,3.29,20.08,14.86,9.86,4.7,17.07,12.33,7.73,3.58,15.4,10.79,6.68,3.15,17.11,12.42,7.82,3.75
進階,3118,7.77,3.68,16.02,11.75,7.69,3.38,16.43,11.53,7.98,3.59,16.3,11.97,7.78,3.66,14.48,10.55,7.07,3.11
笙泉,3122,7.92,4.19,14.92,10.21,6.96,3.09,16.43,11.85,8.01,3.51,16.12,11.75,8.02,,13.59,,6.36,
昇銳,3128,9.13,4.49,17.53,13.02,8.73,3.76,18.16,14.13,9.61,4.92,21.39,16.78,11.52,5.51,24.29,18.4,12.1,5.3
一零四,3130,21.66,10.35,42.55,32.11,20.93,9.51,39.05,55.36,35.71,16.84,66.63,49.37,31.49,14.71,64.52,50.47,33.66,15.85
弘塑,3131,40.39,20.07,80.94,53.48,32.59,15.01,65.22,42.07,25.96,16.64,92.32,70.59,48.19,21.48,71.31,47.22,26.99,10.85
晶宏,3141,10.51,4.9,17.62,12.91,8.14,3.88,10.08,7.58,4.85,2.18,10.3,7.82,4.94,2.4,9.92,,4.37,
新揚科,3144,9.79,4.79,19.99,14.94,9.31,4.15,19.88,14.54,8.42,3.7,15.47,11.29,7.05,3.24,13.75,9.57,5.81,2.4
正達,3149,6.58,3.65,21.01,14.99,8.4,4.81,29.37,21.94,13.26,6.45,37.12,30.38,22.69,12.98,35.3,23.17,14.31,7.3
璟德,3152,12.74,6.24,25.52,18.17,11.19,5.1,18.66,13.68,8.82,4.18,18.7,14.39,9.31,4.16,16.14,12.11,8.12,3.54
精確,3162,5.75,2.74,13.99,10.69,7.38,3.7,14.24,10.88,6.97,3.18,14.05,10.71,6.78,3,14.64,10.88,6.44,2.83
波若威,3163,21.59,9.18,32.94,24.96,17.17,7.59,26.02,19.74,14.42,6.3,32.53,23.2,13.61,5.63,25.41,19.52,12.45,
景岳,3164,3.08,1.46,6.01,4.62,2.78,1.36,6.35,5.16,3.18,1.34,5.07,3.94,2.75,1.24,3.72,2.73,1.82,0.81
大量,3167,11.97,5.51,24.11,19.02,13.21,6.06,32.98,23.81,15.43,6.53,31.72,23.31,14.23,5.32,36.73,,22.03,
亞信,3169,5.91,3.03,12.08,8.37,5.21,2.71,9.15,6.58,4.08,1.79,11.36,8.31,5.57,2.58,11.52,8.92,5.94,2.97
新洲,3171,14.25,6.96,29.29,21.7,14.04,6.56,29.93,22.08,14.63,6.93,37.39,27.83,18.51,8.67,13.11,9.4,5.92,2.34
基亞,3176,1.5,0.75,2.62,1.92,1.23,0.55,2.68,1.97,1.28,0.62,0.53,0.45,0.3,0.18,0.86,0.63,0.41,0.18
鑫龍騰,3188,0.72,0.32,3.04,2.29,1.43,0.77,5.5,4.32,3.04,1.43,6.96,5.61,3.86,1.86,8.66,6.88,4.54,2.23
景碩,3189,25.02,12.06,51.77,37.64,24.2,12,55.93,43.31,28.21,13,51.8,38.87,25.08,11.94,49.4,36.87,24.31,11.55
和進,3191,4.87,2.16,10.86,10.32,6.2,2.47,12.32,9.65,6.43,3.15,13.96,10.44,6.87,3.08,14.12,10.76,8.35,3.66
樺晟,3202,11.83,5.12,23.84,17.07,10.54,5.01,23.52,17.04,10.65,4.53,28.31,20.89,13.2,6.05,28.97,21.92,14.67,6.45
佰研,3205,30.95,17.12,47.05,28.23,14.86,5.97,17.75,11.65,6.69,2.42,11.95,8.73,4.39,1.81,15.29,10.97,7.3,3.85
志豐,3206,19.47,8.88,35.6,27.31,17.41,7.64,32.98,24.31,14.68,6.1,25.86,19.48,13.53,6.27,29.54,22.9,15.13,6.98
耀勝,3207,14.08,6.38,26.23,19.15,11.8,5.66,29.96,22.52,14.22,6.53,27.84,20.6,13.46,6.03,31.48,25.65,16.58,8.01
全科,3209,96.19,48.1,203.98,150.01,94.44,47.4,214.39,160.84,104.28,48.51,197.02,145.13,96.42,47.52,178.6,133.41,80.48,42.14
順達,3211,61.58,33.93,146.58,105.81,68.44,36.09,169.57,125.3,81.35,38.99,170.67,114.46,72.14,39.83,184.79,137.67,91.84,40.99
茂訊,3213,13.89,6.73,35.29,27,15.63,8.48,36.5,27.27,15.69,8.25,33.27,24.22,14.44,6.66,31.95,25.03,14.65,7.44
優群,3217,7.8,3.76,15.21,11.22,6.81,3.51,15.28,11.45,7.3,3.36,17.99,14.46,10,5.39,23.15,15.76,9.38,4.4
大學光,3218,7.91,3.77,15.34,11.62,7.66,3.78,14.95,11.21,7.29,3.6,13.86,10.06,6.45,3.17,11.6,8.77,5.81,3.18
倚強,3219,3.31,1.61,7.35,5.99,3.8,1.8,11.49,8.12,4.95,2.17,10.03,6.75,4.34,2,9.01,6.59,4.2,1.8
台嘉碩,3221,10.51,5.01,20.31,14.25,9.09,4.52,20.31,15.04,9.88,4.86,19.15,13.98,8.85,3.92,20.22,15.04,9.55,4.4
三顧,3224,25.01,12.72,53.84,39.95,25.45,13.07,68.09,50.69,33.26,17.04,70.92,54.92,36.43,17.59,55.92,42.76,28.16,14.1
至寶電,3226,9.58,5.14,17.12,12.36,8.31,3.75,13.5,10.29,6.88,2.85,10.16,7.5,4.65,2.24,4.68,3.23,2.16,1.12
原相,3227,16.05,7.93,33.1,24.84,16.67,8.36,36.37,27.97,18.86,9.18,35.36,26.2,15.88,6.96,27.4,19.13,11.01,5.19
金麗科,3228,1.94,0.96,4.34,3.28,2.34,1.12,4.45,3.29,2.21,1.04,4.43,3.33,2.25,1.13,4.41,3.22,2.19,1.13
晟鈦,3229,3.09,1.52,8.13,6.35,4.37,1.81,8.74,6.78,4.92,3.09,7.45,4.92,3.26,1.68,11.31,10.02,7.05,3.39
錦明,3230,4.03,2.08,15.17,11.42,8.14,4.48,20.45,15.15,9.8,4.65,19.28,13.79,8.53,4.23,27.24,20.64,13.77,6.95
緯創,3231,111.8,53.53,258.03,185.96,122.86,62.39,239.98,169.13,106.03,50.97,262.39,202.27,135.04,66.52,301.42,224.11,153.88,81.09
昱捷,3232,8,3.96,22.66,18.36,13.17,5.74,27.13,20.66,11.3,4.98,31.9,25.97,20.13,10.98,62.74,49.88,34.34,14.01
光環,3234,31.47,20.32,44.79,29.21,16.7,7.21,25.05,17.45,11.58,5.41,19.9,14,9.25,4.44,23.77,17.36,10.79,5.36
千如,3236,15.74,7.45,31.01,22.76,14.56,6.91,31.59,23.97,15.82,7.37,27.37,20.48,13.08,6,26.05,22.88,11.33,4.52
海灣,3252,3.65,1.41,6.17,5.2,4.19,2.35,9.19,6.85,4.58,2.49,15.28,14.23,11.81,1.72,11.7,10.56,10.36,4.55
虹冠電,3257,6.37,3.24,14.23,10.29,6.88,3.33,18.15,13.86,8.68,3.99,14.07,9.81,6.33,2.84,14.19,10.73,6.79,2.81
鑫創,3259,3.8,2.02,5.97,4.52,3.25,1.77,8.17,5.86,4.29,2.4,8.22,5.48,3.64,1.67,9.9,7.12,4.88,2.56
威剛,3260,46.45,22.81,94.36,69.97,47.29,25.5,129.74,99.17,66.02,32.27,147,109.81,73.52,33.54,133.94,99.78,65.94,33.56
欣銓,3264,5.8,2.73,12.75,9.88,6.47,3.26,12.68,9.31,5.88,2.67,11.1,8.15,5.12,2.46,11.56,8.82,5.72,2.76
台星科,3265,11.75,5.02,21.48,17.59,13.4,6.94,31.24,23.62,5.54,2.34,10.76,7.66,4.47,2.07,9.33,7.12,4.92,2.42
昇陽,3266,2.15,1.11,5.35,3.19,1.38,0.43,14.67,13.44,12.67,11.44,18.75,13.89,9.81,6.38,3.79,2.02,0.93,0.66
海德威,3268,11.43,4.42,23.39,16.99,11.55,4.41,28.71,22.18,14.05,4.46,24.53,19.51,12.99,4.63,24.71,20.26,12.54,4.57
東碩,3272,27.53,12.98,55.6,41.26,26.53,12.48,86.27,64.78,41.49,16.29,90.04,67.27,40.62,17.11,55.68,,22.94,
宇環,3276,12.39,2.14,11.91,9.02,5.89,2.89,13.63,10.29,7.39,3.5,11.87,8.96,5.6,2.63,10.63,7.66,5.42,2.78
太普高,3284,7.71,3.55,16.25,12.44,8.04,3.74,17.81,13.21,8.89,4.57,20.86,15.51,10.59,5.28,25.4,18.74,11.97,5.63
微端,3285,15.76,7.62,33.88,25.07,14.65,6.34,27.46,20.57,12.07,5.21,26.85,20.67,13.64,6.33,31.21,22.91,13.88,6.72
廣寰科,3287,4.24,1.95,9.2,6.8,4.55,2.04,13.24,10.26,6.62,2.91,17.14,12.91,8.45,3.24,20.47,15.19,9.17,3.96
點晶,3288,2.08,0.98,5.39,4.1,2.69,1.35,7.95,6.06,3.96,1.87,7.61,5.64,3.63,1.65,7.65,5.78,3.78,1.83
宜特,3289,22.51,10.74,43.46,32.59,20.81,10.65,40.04,29.97,19,8.74,35.58,25.97,17.06,7.55,32.9,24.71,15.78,7.48
東浦,3290,11.1,5.34,27.59,21.25,13.78,7.77,32.74,24.14,15.34,8.71,34.31,19.43,10.82,5.79,26.4,20.21,13.07,6.23
鈊象,3293,24.57,11.65,27.52,19.36,12.14,5.28,23.63,17.9,11.16,5.12,22.11,17.07,12.17,6.62,30.11,24.4,17.76,9.59
英濟,3294,18.11,8.43,45.42,33.74,21,9.99,37.35,26.58,17.17,7.99,39.91,30.06,19.28,9,38.19,28.27,18.36,8.72
勝德,3296,12.14,5.18,24.92,17.62,10.49,4.87,26.51,18.34,10.83,4.87,23.02,16.99,11.03,4.64,30.83,24.28,16.6,8.06
杭特,3297,7.22,3.74,15.56,11.53,7.76,4.18,19.99,14.77,9.63,5.57,24.7,18.46,12.15,5.59,24.49,17.65,11.43,5.2
帛漢,3299,20.11,10.13,48.25,36,23.21,11.79,50.55,37.35,24.44,11.09,44.84,33.68,21.97,10.16,50.98,39.59,26.93,12.57
岱稜,3303,12.39,5.98,25.25,18.47,11.56,5.19,26.74,20.97,14,6.43,30.79,22.83,14.87,7.62,33.82,24.56,15.1,7.32
昇貿,3305,18.59,8.92,39.93,29.94,20.51,10.92,47.53,36,23.05,11.39,50.03,37.5,25.12,12.61,60.45,46.34,31.38,15.05
鼎天,3306,13.39,6.42,25.78,19.19,11.76,5.69,27.33,20.06,12.18,6.56,28.05,18.7,10.54,5.4,29.05,22.7,14.77,6.81
聯德,3308,5.54,2.21,14.93,11.6,7.98,3.55,19.06,13.93,8.71,3.15,19.65,14.67,8.45,4.75,22.23,17.93,12.86,6.39
佳穎,3310,4.86,2.97,7.81,3.11,2.28,1.15,3.88,2.83,1.83,0.9,3.59,2.69,1.81,0.84,5.83,4.61,3.3,1.92
閎暉,3311,6.79,3.38,19.68,14.6,9.54,4.84,23.77,18.11,12.27,5.97,36.57,29.63,20.44,9.77,49.05,37.87,25.58,13.87
弘憶股,3312,34.03,18.23,138.48,109.6,75.46,40.35,192.48,142.98,86.23,43.99,173.75,121.24,75.62,35.63,146.6,109.32,72.71,35.13
斐成,3313,9,4.5,20.16,15.39,9.93,5.26,23.81,17.18,10.95,5,25.62,19.72,12.41,6.29,28.63,22.17,14.15,7.05
